1529.9934719999999: 1536, 159: 240, regular, none, regular, regular, none
43.2725888: 48, 7: 7, white, none, none, none, none
49.3608192: 48, 8: 8, none, white, none, none, none
49.3608192: 48, 8: 8, white, none, none, none, none
49.3608192: 48, 8: 8, none, white, none, none, none
91.85712: 96, 15: 15, regular, none, none, none, none
24.495232: 24, 4: 4, none, white, none, none, none
171.7880192: 168, 28: 28, none, regular, none, none, none
92.029296: 96, 15: 15, regular, none, none, none, none
97.980928: 96, 16: 16, none, regular, none, none, none
190.1938784: 192, 31: 31, none, none, none, regular, none
98.1645824: 96, 16: 16, none, none, none, regular, none
93.973008: 96, 15: 15, none, none, regular, none, none
100.2378752: 96, 16: 16, none, regular, none, none, none
94.334496: 96, 15: 15, none, none, regular, none, none
94.334496: 96, 15: 15, none, regular, none, none, none
483.3204992: 480, 77: 77, regular, none, regular, regular, none
1341.4502528: 1344, 217: 217, regular, none, regular, regular, none
767.9933056: 768, 124: 124, none, regular, regular, none, regular
290.54452480000003: 288, 47: 47, none, regular, regular, none, regular
286.208192: 288, 47: 47, none, regular, regular, none, regular
190.504992: 192, 30: 30, regular, none, regular, regular, none
1221.6133631999999: 1224, 192: 192, regular, none, regular, regular, none
1529.9934719999999: 1536, 159: 240, regular, none, regular, regular, none
95.81145599999999: 96, 15: 15, regular, none, regular, regular, none
197.6241568: 192, 31: 31, regular, none, regular, regular, none
191.62291199999999: 192, 30: 30, regular, none, regular, regular, none
191.6357504: 192, 31: 31, regular, none, regular, regular, none
190.504992: 192, 30: 30, regular, none, regular, regular, none
192.75552: 192, 30: 30, regular, none, regular, regular, none
96.758832: 96, 15: 15, none, regular, none, regular, none
96.758832: 96, 15: 15, regular, none, none, regular, none
96.567888: 96, 15: 15, none, regular, none, regular, none
186.69791679999997: 192, 29: 29, regular, none, regular, regular, none
96.567888: 96, 15: 15, regular, none, regular, regular, none
194.67148799999998: 192, 30: 30, regular, none, regular, regular, none
97.529136: 96, 15: 15, regular, none, none, none, none
91.0271936: 96, 14: 14, regular, none, regular, regular, none
195.058272: 192, 30: 30, regular, none, regular, regular, none
97.529136: 96, 15: 15, regular, none, none, none, none
91.0271936: 96, 14: 14, regular, none, regular, regular, none
95.999952: 96, 15: 15, none, regular, none, none, none
577.130688: 576, 90: 90, none, none, none, none, regular
3071.998464: 3072, 480: 480, regular, none, none, none, none
96.949776: 96, 15: 15, regular, regular, none, none, none
194.284704: 192, 30: 30, regular, regular, none, none, none
96.949776: 96, 15: 15, none, none, regular, regular, none
90.6661952: 96, 14: 14, none, none, regular, regular, none
96.188448: 96, 15: 15, none, regular, regular, none, none
96.37776: 96, 15: 15, none, regular, regular, none, none
96.188448: 96, 15: 15, regular, none, none, none, none
99.91756799999999: 96, 15: 15, regular, regular, none, none, none
189.31199999999998: 192, 29: 29, regular, regular, none, none, none
97.33574399999999: 96, 15: 15, regular, none, none, none, none
96.188448: 96, 15: 15, regular, regular, none, none, none
192.75552: 192, 30: 30, regular, regular, none, none, none
96.188448: 96, 15: 15, regular, none, none, none, none
95.81145599999999: 96, 15: 15, regular, regular, none, none, none
191.24918399999999: 192, 30: 30, regular, regular, none, none, none
94.700064: 96, 15: 15, none, none, regular, regular, none
195.335712: 192, 31: 31, none, regular, regular, none, none
189.400128: 192, 30: 30, regular, none, none, none, none
96.188448: 96, 15: 15, regular, regular, none, none, none
192.75552: 192, 30: 30, regular, regular, none, none, none
96.188448: 96, 15: 15, regular, none, none, none, none
96.188448: 96, 15: 15, regular, regular, none, none, none
192.75552: 192, 30: 30, regular, regular, none, none, none
94.700064: 96, 15: 15, regular, none, none, none, none
94.700064: 96, 15: 15, regular, regular, none, none, none
189.767328: 192, 30: 30, regular, regular, none, none, none
101.01340160000001: 96, 16: 16, none, none, regular, regular, none
94.700064: 96, 15: 15, none, none, regular, regular, none
94.883664: 96, 15: 15, none, regular, regular, none, none
94.883664: 96, 15: 15, none, regular, regular, none, none
94.700064: 96, 15: 15, regular, none, none, none, none
101.01340160000001: 96, 16: 16, regular, regular, none, none, none
189.400128: 192, 30: 30, regular, regular, none, none, none
94.700064: 96, 15: 15, regular, none, none, none, none
94.700064: 96, 15: 15, regular, regular, none, none, none
196.0929056: 192, 31: 31, regular, regular, none, none, none
95.252496: 96, 15: 15, regular, none, regular, none, none
95.252496: 96, 15: 15, regular, regular, none, none, none
190.877088: 192, 30: 30, regular, regular, none, none, none
95.252496: 96, 15: 15, none, none, regular, regular, none
190.877088: 192, 30: 30, none, regular, regular, none, none
195.7134656: 192, 31: 31, regular, none, none, none, none
94.700064: 96, 15: 15, regular, regular, none, none, none
195.335712: 192, 31: 31, regular, regular, none, none, none
94.700064: 96, 15: 15, regular, none, none, none, none
94.700064: 96, 15: 15, regular, regular, none, none, none
189.03456: 192, 30: 30, regular, regular, none, none, none
100.2378752: 96, 16: 16, regular, none, none, none, none
93.973008: 96, 15: 15, regular, regular, none, none, none
193.8381888: 192, 31: 31, regular, regular, none, none, none
93.792672: 96, 15: 15, none, none, regular, regular, none
100.0455168: 96, 16: 16, none, none, none, none, regular
93.792672: 96, 15: 15, none, regular, regular, none, none
93.792672: 96, 15: 15, none, none, none, regular, none
100.43023360000001: 96, 16: 16, none, regular, none, none, none
94.15334399999999: 96, 15: 15, regular, regular, none, none, none
188.668992: 192, 30: 30, regular, regular, none, none, none
100.43023360000001: 96, 16: 16, regular, none, none, none, none
94.15334399999999: 96, 15: 15, regular, regular, none, none, none
188.668992: 192, 30: 30, regular, regular, none, none, none
100.0455168: 96, 16: 16, regular, none, none, none, none
93.792672: 96, 15: 15, regular, regular, none, none, none
193.4671808: 192, 31: 31, regular, regular, none, none, none
93.792672: 96, 15: 15, none, none, regular, regular, none
100.0455168: 96, 16: 16, none, none, none, none, regular
93.613152: 96, 15: 15, none, regular, regular, none, none
93.613152: 96, 15: 15, none, none, none, regular, none
100.62346240000001: 96, 16: 16, none, regular, none, none, none
94.334496: 96, 15: 15, regular, regular, none, none, none
188.668992: 192, 30: 30, regular, regular, none, none, none
100.62346240000001: 96, 16: 16, regular, none, none, none, none
94.334496: 96, 15: 15, regular, regular, none, none, none
194.9579584: 192, 31: 31, regular, regular, none, none, none
92.551536: 96, 15: 15, regular, none, none, none, none
98.7216384: 96, 16: 16, regular, regular, none, none, none
191.6357504: 192, 31: 31, regular, regular, none, none, none
92.551536: 96, 15: 15, none, none, regular, regular, none
98.7216384: 96, 16: 16, none, none, none, none, regular
92.551536: 96, 15: 15, none, regular, regular, none, none
98.7216384: 96, 16: 16, none, none, none, regular, none
94.334496: 96, 15: 15, none, regular, none, none, none
94.334496: 96, 15: 15, regular, regular, none, none, none
194.58357759999998: 192, 31: 31, regular, regular, none, none, none
94.334496: 96, 15: 15, regular, none, none, none, none
100.62346240000001: 96, 16: 16, regular, regular, none, none, none
188.30668799999998: 192, 30: 30, regular, regular, none, none, none
93.973008: 96, 15: 15, regular, none, none, none, none
100.2378752: 96, 16: 16, regular, regular, none, none, none
187.946016: 192, 30: 30, regular, regular, none, none, none
100.0455168: 96, 16: 16, none, none, regular, regular, none
93.792672: 96, 15: 15, none, none, none, none, regular
93.973008: 96, 15: 15, none, regular, regular, none, none
100.2378752: 96, 16: 16, none, none, none, regular, none
94.700064: 96, 15: 15, none, none, regular, none, none
94.700064: 96, 15: 15, regular, regular, none, none, none
195.7134656: 192, 31: 31, regular, regular, none, none, none
94.700064: 96, 15: 15, regular, none, none, none, none
94.700064: 96, 15: 15, regular, regular, none, none, none
189.767328: 192, 30: 30, regular, regular, none, none, none
98.5353728: 96, 16: 16, none, regular, none, none, none
98.5353728: 96, 16: 16, none, none, none, regular, none
92.203104: 96, 15: 15, none, none, none, none, regular
98.3499776: 96, 16: 16, none, none, none, regular, none
92.37691199999999: 96, 15: 15, none, regular, none, none, none
98.5353728: 96, 16: 16, none, none, none, regular, none
190.9122848: 192, 31: 31, none, regular, none, none, none
98.3499776: 96, 16: 16, regular, none, none, none, none
92.203104: 96, 15: 15, none, none, regular, none, none
197.0707456: 192, 32: 32, none, none, regular, none, none
92.203104: 96, 15: 15, regular, none, none, none, none
98.3499776: 96, 16: 16, none, none, regular, none, none
190.55308159999998: 192, 31: 31, regular, none, none, none, none
98.1645824: 96, 16: 16, none, regular, none, none, none
92.029296: 96, 15: 15, none, none, none, regular, none
195.961856: 192, 32: 32, none, none, none, regular, none
92.029296: 96, 15: 15, none, regular, none, none, none
98.1645824: 96, 16: 16, none, none, none, regular, none
189.838048: 192, 31: 31, none, regular, none, none, none
98.5353728: 96, 16: 16, regular, none, none, none, none
98.5353728: 96, 16: 16, none, none, regular, none, none
190.55308159999998: 192, 31: 31, none, none, regular, none, none
92.37691199999999: 96, 15: 15, regular, none, none, none, none
98.5353728: 96, 16: 16, none, none, regular, none, none
190.9122848: 192, 31: 31, regular, none, none, none, none
96.7110144: 96, 16: 16, none, regular, none, none, none
96.7110144: 96, 16: 16, none, none, none, regular, none
193.063424: 192, 32: 32, none, none, none, regular, none
96.7110144: 96, 16: 16, none, regular, none, none, none
90.66657599999999: 96, 15: 15, none, none, none, regular, none
193.4220288: 192, 32: 32, none, regular, none, none, none
98.3499776: 96, 16: 16, regular, none, none, none, none
92.203104: 96, 15: 15, none, none, regular, none, none
196.6999552: 192, 32: 32, none, none, regular, none, none
92.37691199999999: 96, 15: 15, regular, none, none, none, none
98.5353728: 96, 16: 16, none, none, regular, none, none
190.55308159999998: 192, 31: 31, regular, none, none, none, none
98.3499776: 96, 16: 16, none, regular, regular, none, none
92.203104: 96, 15: 15, none, none, none, regular, none
196.6999552: 192, 32: 32, none, none, none, regular, none
92.203104: 96, 15: 15, none, regular, none, none, none
98.3499776: 96, 16: 16, none, none, none, regular, none
190.1938784: 192, 31: 31, none, regular, none, none, none
99.473664: 96, 16: 16, regular, none, none, none, none
93.25656: 96, 15: 15, none, none, regular, none, none
193.0978592: 192, 31: 31, none, none, regular, none, none
93.25656: 96, 15: 15, regular, none, none, none, none
99.473664: 96, 16: 16, none, none, regular, none, none
283.003488: 288, 45: 45, regular, none, regular, regular, none
768.7405440000001: 768, 122: 122, none, regular, regular, none, regular
767.2539008000001: 768, 122: 122, regular, none, none, none, none
99.09591040000001: 96, 16: 16, none, regular, none, none, none
191.6357504: 192, 31: 31, regular, none, none, none, none
97.6144896: 96, 16: 16, none, regular, none, none, none
97.432576: 96, 16: 16, none, regular, none, none, none
189.1280736: 192, 31: 31, regular, none, none, none, none
94.334496: 96, 15: 15, none, regular, none, none, none
100.62346240000001: 96, 16: 16, none, regular, none, none, none
283.55184: 288, 45: 45, none, regular, none, none, none
95.999952: 96, 15: 15, none, regular, none, none, none
287.0803328: 288, 46: 46, regular, none, regular, regular, none
769.0999104: 768, 123: 123, none, regular, regular, none, regular
766.5430016: 768, 124: 124, regular, none, none, none, none
99.09591040000001: 96, 16: 16, regular, regular, none, none, none
192.730224: 192, 31: 31, regular, regular, none, none, none
97.7972736: 96, 16: 16, none, none, regular, regular, none
91.684944: 96, 15: 15, none, none, regular, regular, none
97.7972736: 96, 16: 16, none, regular, regular, none, none
97.7972736: 96, 16: 16, none, regular, regular, none, none
92.902416: 96, 15: 15, regular, none, none, none, none
99.09591040000001: 96, 16: 16, regular, regular, none, none, none
191.6357504: 192, 31: 31, regular, none, none, none, none
92.902416: 96, 15: 15, regular, none, none, none, none
99.09591040000001: 96, 16: 16, regular, regular, none, none, none
285.67382080000004: 288, 47: 47, regular, none, regular, none, none
97.2506624: 96, 16: 16, regular, regular, none, none, none
188.77561599999999: 192, 31: 31, regular, regular, none, none, none
97.432576: 96, 16: 16, none, none, regular, regular, none
194.5013248: 192, 32: 32, none, regular, regular, none, none
192.730224: 192, 31: 31, regular, none, none, none, none
93.25656: 96, 15: 15, regular, regular, none, none, none
193.0978592: 192, 31: 31, regular, none, none, none, none
93.43444799999999: 96, 15: 15, regular, none, none, none, none
99.6634112: 96, 16: 16, regular, regular, none, none, none
285.986784: 288, 46: 46, regular, none, none, none, none
98.3499776: 96, 16: 16, regular, regular, none, none, none
190.55308159999998: 192, 31: 31, regular, regular, none, none, none
98.3499776: 96, 16: 16, none, none, regular, regular, none
92.203104: 96, 15: 15, none, none, none, none, regular
98.3499776: 96, 16: 16, none, regular, regular, none, none
92.203104: 96, 15: 15, none, none, none, regular, none
99.2847872: 96, 16: 16, none, regular, none, none, none
93.079488: 96, 15: 15, regular, regular, none, none, none
217.59864: 216, 35: 35, regular, regular, none, none, none
74.4635904: 72, 12: 12, none, regular, none, none, none
